n_Full,n_Scalar,n_NeighborProp
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,1
315,1,0
315,1,0
315,1,0
315,1,1
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,1
315,1,0
315,1,0
315,1,0
315,1,1
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,1
315,1,0
315,1,0
315,1,0
315,1,1
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,1
315,1,0
315,1,0
315,1,0
315,1,1
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,1
315,1,0
315,1,0
315,1,0
315,1,1
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,1
315,1,0
315,1,0
315,1,0
315,1,1
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,1
315,1,0
315,1,0
315,1,0
315,1,1
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
316,0,0
316,0,0
316,0,0
316,0,0
314,2,0
314,2,0
314,2,0
314,2,0
314,2,0
316,0,0
314,2,0
316,0,0
314,2,0
